name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,age,usage_intensity,brand
'Hero Splendor iSmart',40000,2015,1,0,19055,52271.0,9,2117.222222222222,6
'Bajaj Pulsar 180',38000,2012,1,1,57000,85011.0,12,4750.0,3
'Honda Aviator',28000,2013,1,0,28087,63537.0,11,2553.3636363636365,7
'Royal Enfield Thunderbird 350',120000,2016,1,0,24600,72752.5,8,3075.0,13
'Mahindra Rodeo',20000,2013,1,0,7000,47343.0,11,636.3636363636364,12
'TVS Apache RTR 160',83299,2019,1,0,6400,72752.5,5,1280.0,15
'Yamaha Fazer FI V 2.0 [2016-2018]',65000,2018,1,0,3500,89643.0,6,583.3333333333334,18
'Honda Activa 5G',50000,2018,1,0,14000,59422.0,6,2333.3333333333335,7
'Bajaj Pulsar 220 Fi',65000,2013,1,0,6409,72752.5,11,582.6363636363636,3
'Hero Honda Karizma ZMR [2010]',45000,2012,1,2,44000,72752.5,12,3666.6666666666665,6
'Honda CB Hornet 160R',60000,2017,1,0,16500,92210.0,7,2357.1428571428573,7
'Royal Enfield Bullet 350',110000,2015,1,0,36000,72752.5,9,4000.0,13
'Hero Honda CD Deluxe',14700,2005,1,1,30000,72752.5,19,1578.9473684210527,6
'Yamaha Saluto',38000,2015,1,0,15000,63180.0,9,1666.6666666666667,18
'Suzuki Access 125',70000,2018,1,0,14500,72752.5,6,2416.6666666666665,14
'TVS Sport',35000,2018,1,0,26600,72752.5,6,4433.333333333333,15
'Hero Honda Glamour',19000,2012,1,0,32000,72752.5,12,2666.6666666666665,6
'KTM 125 Duke',130000,2019,1,0,3500,72752.5,5,700.0,10
'Bajaj Pulsar NS200',50000,2013,0,0,58203,72752.5,11,5291.181818181818,3
'Bajaj Pulsar 150 [2001-2011]',18000,2005,1,0,21885,72752.5,19,1151.842105263158,3
'Hero Xtreme 200R',87000,2019,1,0,3200,93400.0,5,640.0,6
'Hero Honda Splendor Plus',40000,2007,1,0,40000,72752.5,17,2352.9411764705883,6
'Bajaj Discover 150S',35000,2015,1,0,28000,63331.0,9,3111.1111111111113,3
'Hero Pleasure',30000,2013,1,0,24000,51600.0,11,2181.818181818182,6
'Bajaj Avenger Cruise 220',95000,2018,1,0,1800,72752.5,6,300.0,3
'Bajaj Discover 125 ST',25000,2012,1,0,76000,58438.0,12,6333.333333333333,3
'Bajaj Pulsar 150 [2001-2011]',26500,2010,1,0,52500,72752.5,14,3750.0,3
'Bajaj Boxer',12000,2008,1,0,17500,72752.5,16,1093.75,3
'Bajaj Pulsar 150',20000,2006,1,0,41000,72752.5,18,2277.777777777778,3
'Bajaj Pulsar 180',14900,2007,1,0,50000,85011.0,17,2941.176470588235,3
'Honda Dream Yuga',48000,2018,1,0,7110,56147.0,6,1185.0,7
'Yamaha FZ S [2012-2016]',40000,2014,1,0,27785,79432.0,10,2778.5,18
'Honda CB Unicorn',45000,2010,1,0,75000,71681.0,14,5357.142857142857,7
'Honda Shine',25000,2010,1,0,20000,72752.5,14,1428.5714285714287,7
'Honda Activa 3G',25000,2011,1,0,20000,54605.0,13,1538.4615384615386,7
'Honda Activa [2000-2015]',10000,2009,1,0,60000,50267.0,15,4000.0,7
'Mahindra Flyte',22000,2009,1,2,20000,44493.0,15,1333.3333333333333,12
'Honda Activa 3G',45000,2015,1,0,18000,54605.0,9,2000.0,7
'Yamaha Ray Z',75000,2017,1,0,15000,52949.0,7,2142.8571428571427,18
'Bajaj Pulsar 135 LS',24000,2010,1,0,45000,64589.0,14,3214.285714285714,3
'Yamaha FZ16',45000,2016,1,0,37000,78712.0,8,4625.0,18
'Hero Passion PRO i3s',55000,2017,1,0,14600,54475.0,7,2085.714285714286,6
'Bajaj Discover 125',10000,2006,1,0,51000,57549.0,18,2833.3333333333335,3
'Honda CB Unicorn 150',55000,2017,1,0,12000,74295.0,7,1714.2857142857142,7
'Bajaj Avenger [2015]',35000,2012,1,0,15000,75502.0,12,1250.0,3
'Bajaj Pulsar 150',26000,2012,1,1,65000,72752.5,12,5416.666666666667,3
'Hero Honda CD Deluxe',24700,2012,1,1,40000,72752.5,12,3333.3333333333335,6
'Hero Duet',35000,2016,1,1,49637,54080.0,8,6204.625,6
'Hero Honda Passion PRO [2012]',12000,2012,1,0,90000,72752.5,12,7500.0,6
'Honda Activa 3G',50000,2016,1,0,5326,54605.0,8,665.75,7
'Hero Super Splendor',35000,2014,1,1,37541,72752.5,10,3754.1,6
'Honda CB Trigger',45000,2015,1,0,36000,83437.0,9,4000.0,7
'Honda Dream Yuga',25000,2013,1,0,29000,56147.0,11,2636.3636363636365,7
'Hero Honda Passion Plus',40000,2018,1,0,29000,72752.5,6,4833.333333333333,6
'TVS Spectra',17000,2008,1,0,50000,72752.5,16,3125.0,15
'Hero Ignitor',30000,2016,1,0,18000,67722.0,8,2250.0,6
'Bajaj Pulsar 220F',60000,2017,1,1,40000,72752.5,7,5714.285714285715,3
'Hero Splendor Plus',30000,2013,1,0,20000,72752.5,11,1818.1818181818182,6
'Honda Activa 3G',32000,2015,1,0,4500,54605.0,9,500.0,7
'Bajaj Discover 150',30000,2012,1,0,50000,54299.0,12,4166.666666666667,3
'Bajaj Pulsar 150 [2001-2011]',55000,2010,1,0,42000,72752.5,14,3000.0,3
'Bajaj Avenger Street 150 [2018]',75000,2016,1,0,35000,80435.0,8,4375.0,3
'TVS Star City Plus',52000,2017,1,0,25000,72752.5,7,3571.4285714285716,15
'Bajaj Discover 125',38000,2018,1,0,34000,60122.0,6,5666.666666666667,3
'Bajaj Discover 135',12000,2007,1,0,60000,72752.5,17,3529.4117647058824,3
'Honda Activa [2000-2015]',22000,2014,1,0,38000,50267.0,10,3800.0,7
'Bajaj Avenger [2015]',65000,2015,1,0,26000,75502.0,9,2888.8888888888887,3
'Bajaj Platina 100',23000,2013,1,1,24000,72752.5,11,2181.818181818182,3
'Bajaj Discover 100',30000,2011,1,0,45000,42859.0,13,3461.5384615384614,3
'Bajaj Pulsar 150',35000,2011,1,0,36000,72752.5,13,2769.230769230769,3
'Bajaj Avenger Street 150 [2018]',80000,2017,1,0,30000,80435.0,7,4285.714285714285,3
'Bajaj Platina 100',20000,2012,1,0,16295,72752.5,12,1357.9166666666667,3
'Bajaj Pulsar 150',16000,2011,1,1,59000,72752.5,13,4538.461538461538,3
'Bajaj Pulsar 150',20000,2006,1,0,9500,72752.5,18,527.7777777777778,3
'Bajaj Pulsar NS200',50000,2012,1,0,46000,72752.5,12,3833.3333333333335,3
'Bajaj Pulsar 135 LS',20000,2010,1,0,80000,64589.0,14,5714.285714285715,3
'Bajaj Pulsar 180',65000,2018,1,0,26000,85011.0,6,4333.333333333333,3
'Yamaha FZ S V 2.0',40000,2015,1,0,25000,84042.0,9,2777.777777777778,18
'Bajaj Discover 150',30000,2011,1,1,39500,54299.0,13,3038.4615384615386,3
'Honda Activa [2000-2015]',25000,2012,1,0,40000,50267.0,12,3333.3333333333335,7
'Hero Splendor PRO',40000,2016,1,0,16000,51994.0,8,2000.0,6
'Honda Dream Neo',45000,2017,1,1,21000,49211.0,7,3000.0,7
'Bajaj CT 100',40000,2018,1,0,14000,72752.5,6,2333.3333333333335,3
'Suzuki Access 125',70000,2018,1,0,7000,76632.0,6,1166.6666666666667,14
'Honda Activa [2000-2015]',30000,2012,1,0,22000,50267.0,12,1833.3333333333333,7
'Hero Honda Pleasure',25000,2009,1,0,50000,72752.5,15,3333.3333333333335,6
'Bajaj Platina 100',20000,2012,1,0,16295,72752.5,12,1357.9166666666667,3
'Honda CB Hornet 160R',70000,2017,1,0,35000,87719.0,7,5000.0,7
'Bajaj V15',50000,2017,1,0,9000,65626.0,7,1285.7142857142858,3
'Hero Honda CD Deluxe',25000,2010,1,0,35000,72752.5,14,2500.0,6
'Bajaj Pulsar 150',22000,2011,1,0,60000,72752.5,13,4615.384615384615,3
'Honda Activa [2000-2015]',35000,2013,1,0,29500,50267.0,11,2681.818181818182,7
'TVS Apache RTR 160',40000,2014,1,1,50000,72752.5,10,5000.0,15
'Bajaj Pulsar 220F',75000,2016,1,0,10500,72752.5,8,1312.5,3
'Hero Honda Passion PRO [2012]',28000,2011,1,1,60000,72752.5,13,4615.384615384615,6
'Hero Maestro Edge',55000,2018,1,0,39000,52790.0,6,6500.0,6
'Honda Dio',30000,2014,1,0,24000,72752.5,10,2400.0,7
'Hero Glamour 125',40000,2016,1,0,15000,61600.0,8,1875.0,6
'Bajaj Avenger Street 160',85000,2019,1,0,3000,72752.5,5,600.0,3
'Yamaha YBR 125',35000,2013,1,0,20350,54593.0,11,1850.0,18
'Bajaj Pulsar 150',25000,2015,1,1,50000,72752.5,9,5555.555555555556,3
'Bajaj Pulsar 150',40000,2012,1,1,37000,72752.5,12,3083.3333333333335,3
'Hero Honda CD Deluxe',15000,2011,1,0,70000,72752.5,13,5384.615384615385,6
'Hero Passion PRO i3s',55000,2018,1,0,15000,54475.0,6,2500.0,6
'Bajaj Pulsar 180',60000,2015,1,0,28563,85011.0,9,3173.6666666666665,3
'Honda Shine',40000,2015,1,0,21121,72752.5,9,2346.777777777778,7
'Honda Dream Neo',50000,2014,1,0,25000,49211.0,10,2500.0,7
'Honda Dio',28000,2014,1,0,13000,72752.5,10,1300.0,7
'Hero Splendor Plus',35000,2013,1,0,55000,72752.5,11,5000.0,6
'TVS Streak',20000,2009,1,1,36000,72752.5,15,2400.0,15
'Bajaj Pulsar 180',40000,2013,1,0,34000,85011.0,11,3090.909090909091,3
'Hero Xtreme 200R',86000,2018,1,0,12000,93400.0,6,2000.0,6
'Yamaha YZF R15 [2011-2018]',65000,2011,1,0,29000,72752.5,13,2230.769230769231,18
'Bajaj Avenger Street 150 [2018]',60000,2017,1,0,30000,80435.0,7,4285.714285714285,3
'Honda CB Shine SP',41000,2017,1,0,33000,66697.0,7,4714.285714285715,7
'Honda Dream Yuga',32000,2017,1,0,39000,56147.0,7,5571.428571428572,7
'Honda Shine',37000,2014,1,0,16145,72752.5,10,1614.5,7
'Hero Splendor Plus i3s',65000,2019,1,0,1000,55600.0,5,200.0,6
'Hero Honda Passion Plus',18000,2007,1,1,50000,72752.5,17,2941.176470588235,6
'Hero Honda Passion PRO [2012]',28700,2012,1,1,49876,72752.5,12,4156.333333333333,6
'Honda Activa 3G',35000,2016,1,0,51000,54605.0,8,6375.0,7
'Bajaj Pulsar 180F',100000,2019,1,0,1300,72752.5,5,260.0,3
'Hero Honda Glamour',21000,2010,1,0,11000,72752.5,14,785.7142857142857,6
'Bajaj Pulsar 150 [2001-2011]',30000,2010,1,1,55000,72752.5,14,3928.5714285714284,3
'TVS Apache RTR 200 4V',90000,2019,1,0,20000,72752.5,5,4000.0,15
'Hero Honda Passion Plus',23500,2010,1,0,60000,72752.5,14,4285.714285714285,6
'Bajaj Pulsar 150',55000,2015,1,1,40000,72752.5,9,4444.444444444444,3
'Yamaha SZ X',35000,2010,1,0,46000,65800.0,14,3285.714285714286,18
'Bajaj Pulsar 180',35000,2009,1,0,19000,85011.0,15,1266.6666666666667,3
'Bajaj Pulsar 220 DTS-i',40000,2011,1,0,26000,72752.5,13,2000.0,3
'Hero Honda Achiever',15000,2009,1,0,86000,72752.5,15,5733.333333333333,6
'Honda CB Unicorn 160',75000,2016,1,0,40000,77545.0,8,5000.0,7
'Bajaj Avenger Cruise 220',70000,2016,1,0,10000,72752.5,8,1250.0,3
'Bajaj Discover 135',22000,2007,1,0,25000,72752.5,17,1470.5882352941176,3
'Yamaha FZ S V 2.0',80000,2019,1,0,10000,87042.0,5,2000.0,18
'Bajaj Pulsar 150',72000,2017,1,0,24000,72752.5,7,3428.5714285714284,3
'Hero HF Deluxe',30000,2014,1,1,35000,72752.5,10,3500.0,6
'Bajaj Pulsar 135 LS',25000,2011,1,1,30000,64589.0,13,2307.6923076923076,3
'Aprilia SR 125',65000,2018,1,0,6500,72752.5,6,1083.3333333333333,1
'Bajaj Pulsar 150',68000,2019,1,0,10000,72752.5,5,2000.0,3
'Hero Duet',27000,2016,1,0,28000,50280.0,8,3500.0,6
'Honda CB Twister',25000,2015,1,0,35000,57241.0,9,3888.8888888888887,7
'Bajaj Discover 125',45000,2016,1,0,20000,60122.0,8,2500.0,3
'Bajaj Pulsar 180',20100,2008,1,0,36000,85011.0,16,2250.0,3
'Honda Shine',30000,2014,1,0,25000,72752.5,10,2500.0,7
'Suzuki Swish [2012-2015]',30000,2014,1,0,30000,51685.0,10,3000.0,14
'Hero Super Splendor',45000,2012,1,0,21000,72752.5,12,1750.0,6
'Yamaha Fazer [2009-2016]',45000,2014,1,0,57700,84751.0,10,5770.0,18
'TVS Scooty Pep DLX',14500,2012,1,0,44000,72752.5,12,3666.6666666666665,15
'Honda Dream Yuga',47000,2019,1,0,8800,56147.0,5,1760.0,7
'TVS Star City Plus',26000,2014,1,1,68000,72752.5,10,6800.0,15
'TVS Apache RTR 160',50000,2017,1,0,38000,72752.5,7,5428.571428571428,15
'Honda Dio',23000,2010,1,0,40000,72752.5,14,2857.1428571428573,7
'Honda Activa [2000-2015]',50000,2014,1,0,48000,50267.0,10,4800.0,7
'Hero Maestro Edge',46000,2015,1,0,14000,55980.0,9,1555.5555555555557,6
'Honda CB Hornet 160R',80000,2017,1,0,18000,87719.0,7,2571.4285714285716,7
'Hero Karizma [2003-2014]',50000,2013,1,0,38000,85766.0,11,3454.5454545454545,6
'Honda CB Trigger',40000,2014,1,0,75000,83437.0,10,7500.0,7
'Honda CB Hornet 160R',70000,2017,1,0,35000,87719.0,7,5000.0,7
'Hero Glamour FI',30900,2014,1,0,25000,71150.0,10,2500.0,6
'Bajaj Avenger [2015]',65000,2010,1,0,20000,75502.0,14,1428.5714285714287,3
'TVS Apache RTR 160',89999,2019,1,0,6400,72752.5,5,1280.0,15
'Hero Honda Splendor Plus',17600,2006,1,0,52000,72752.5,18,2888.8888888888887,6
'Bajaj Platina 100',17000,2007,1,0,16000,72752.5,17,941.1764705882352,3
'Bajaj Pulsar 150 [2001-2011]',35000,2010,1,0,60000,72752.5,14,4285.714285714285,3
'Bajaj Discover 125',15000,2011,1,0,47000,57549.0,13,3615.3846153846152,3
'Hero Passion PRO i3s',35000,2016,1,0,18000,54475.0,8,2250.0,6
'Honda Activa [2000-2015]',15000,2006,1,0,50000,50267.0,18,2777.777777777778,7
'Bajaj Discover 125',50000,2018,1,0,6000,60122.0,6,1000.0,3
'Suzuki Gixxer [2014-2018]',69000,2017,1,0,20000,82813.0,7,2857.1428571428573,14
'TVS Wego',15000,2011,1,0,65000,54760.0,13,5000.0,15
'Bajaj Discover 150',25000,2008,1,0,25000,54299.0,16,1562.5,3
'Suzuki Access 125 [2007-2016]',30000,2012,1,0,23000,58314.0,12,1916.6666666666667,14
'Hero Karizma 2014',45000,2014,1,0,5555,86744.0,10,555.5,6
'Hero CD Deluxe',35000,2016,1,0,38000,72752.5,8,4750.0,6
'Hero Splendor Plus',25000,2015,1,0,45000,72752.5,9,5000.0,6
'TVS Apache RTR 160',70000,2018,1,0,16000,72752.5,6,2666.6666666666665,15
'Bajaj Pulsar 150',35000,2011,1,0,50000,72752.5,13,3846.153846153846,3
'Hero Honda Passion Plus',20000,2006,1,0,28000,72752.5,18,1555.5555555555557,6
'Honda CB Twister',30000,2012,1,0,50000,57241.0,12,4166.666666666667,7
'Bajaj CT 100',8000,2005,1,1,82000,72752.5,19,4315.789473684211,3
'Bajaj Pulsar 220 DTS-i',65000,2013,1,0,6409,72752.5,11,582.6363636363636,3
'Hero Honda Super Splendor [2005]',20000,2008,1,0,54000,72752.5,16,3375.0,6
'Honda CB Trigger',45000,2013,1,0,20000,76572.0,11,1818.1818181818182,7
'Hero Hunk',35000,2013,1,0,50000,78513.0,11,4545.454545454545,6
'Bajaj Discover 150',25000,2011,1,0,52000,54299.0,13,4000.0,3
'Hero Xtreme Sports',65000,2017,1,0,23000,78350.0,7,3285.714285714286,6
'Bajaj Avenger [2015]',45000,2011,1,0,35000,75502.0,13,2692.3076923076924,3
'Honda Activa 125',45000,2017,1,0,49000,72752.5,7,7000.0,7
'Bajaj Pulsar 220F',50000,2011,1,1,55000,72752.5,13,4230.7692307692305,3
'Bajaj Pulsar NS200',85000,2018,1,1,15100,72752.5,6,2516.6666666666665,3
'Hero Honda Splendor',25000,2008,1,0,38000,72752.5,16,2375.0,6
'Honda CB Unicorn 150',60000,2017,1,0,12652,74295.0,7,1807.4285714285713,7
'Bajaj Discover 100',25000,2010,1,1,28000,42859.0,14,2000.0,3
'TVS Wego',15000,2011,1,1,20000,54760.0,13,1538.4615384615386,15
'Honda CB Hornet 160R',60000,2017,1,1,16008,92210.0,7,2286.8571428571427,7
'Hero CBZ',35000,2010,1,0,36000,72752.5,14,2571.4285714285716,6
'TVS Scooty Zest 110',55000,2018,1,0,380,53751.0,6,63.333333333333336,15
'Hero Honda Glamour',35000,2012,1,0,30000,72752.5,12,2500.0,6
'Hero Honda CBZ extreme',35000,2011,1,0,35000,72752.5,13,2692.3076923076924,6
'Yamaha FZ S V 2.0',60000,2017,1,0,14500,84042.0,7,2071.4285714285716,18
'Suzuki Access 125',40000,2017,1,0,15000,72752.5,7,2142.8571428571427,14
'Bajaj Pulsar 150',30000,2010,1,0,54000,72752.5,14,3857.1428571428573,3
'Bajaj Pulsar NS160',80000,2018,1,0,11000,72752.5,6,1833.3333333333333,3
'Hero Splendor PRO',24000,2011,1,0,43000,51994.0,13,3307.6923076923076,6
'Honda Shine',18000,2010,1,0,15000,72752.5,14,1071.4285714285713,7
'Hero Passion Pro 110',20000,2008,1,2,40000,72752.5,16,2500.0,6
'Suzuki Access 125',20000,2012,1,0,24000,72752.5,12,2000.0,14
'TVS Jupiter',70000,2018,1,0,14000,72752.5,6,2333.3333333333335,15
'Hero Passion Pro 110',50000,2019,1,0,29442,72752.5,5,5888.4,6
'Yamaha FZ S V 2.0',75000,2017,1,0,20000,84042.0,7,2857.1428571428573,18
'Honda Livo',25000,2015,1,0,30000,72752.5,9,3333.3333333333335,7
'Honda CB Hornet 160R',70000,2017,1,0,38000,87543.0,7,5428.571428571428,7
'Honda Activa 125 [2016-2017]',55000,2018,1,0,18000,61545.0,6,3000.0,7
'Honda Activa 5G',51000,2018,1,0,14000,59422.0,6,2333.3333333333335,7
'Yamaha Saluto',74000,2019,1,0,13000,59844.0,5,2600.0,18
'Yamaha FZ S V 2.0',65000,2017,1,0,42000,84042.0,7,6000.0,18
'Bajaj Avenger Street 150 [2018]',60000,2016,1,1,27000,80435.0,8,3375.0,3
'Bajaj Pulsar 220F',110000,2019,1,0,4000,72752.5,5,800.0,3
'TVS Apache RTR 160 4V',85009,2018,1,0,7500,72752.5,6,1250.0,15
'Hero Passion Pro 110',60000,2013,1,0,15000,72752.5,11,1363.6363636363637,6
'Bajaj Pulsar 150',25000,2013,1,1,70000,72752.5,11,6363.636363636364,3
'TVS Apache RTR 160 4V',75000,2019,1,0,12657,72752.5,5,2531.4,15
'Honda CB Unicorn 150',30000,2010,1,0,69000,74295.0,14,4928.571428571428,7
'Honda Activa 3G',30000,2015,1,0,18000,54605.0,9,2000.0,7
'Honda Shine',20000,2007,1,0,80000,72752.5,17,4705.882352941177,7
'Honda Activa 5G',62000,2019,1,0,11200,59422.0,5,2240.0,7
'Bajaj Avenger Street 220',60000,2016,1,0,17000,95955.0,8,2125.0,3
'Hero Xtreme [2013-2014]',45000,2014,1,0,56420,72492.0,10,5642.0,6
'Yamaha FZ S [2012-2016]',40000,2011,1,0,82000,79432.0,13,6307.692307692308,18
'Suzuki Intruder 150',75000,2018,1,0,10000,72752.5,6,1666.6666666666667,14
'Bajaj Pulsar RS 200',105000,2017,1,0,18345,72752.5,7,2620.714285714286,3
'Bajaj Discover 135',30000,2009,1,0,20000,72752.5,15,1333.3333333333333,3
'Bajaj Pulsar 135 LS',45000,2014,1,0,14000,64589.0,10,1400.0,3
'Honda CB Unicorn 150',45000,2016,1,1,50000,74295.0,8,6250.0,7
'Honda Activa 5G',65000,2019,1,0,3025,59422.0,5,605.0,7
'Bajaj Pulsar 135 LS',20000,2011,1,0,60000,64589.0,13,4615.384615384615,3
'Hero Duet',37000,2016,1,0,6000,50280.0,8,750.0,6
'Hero Splendor NXG',18000,2011,1,0,35000,44814.0,13,2692.3076923076924,6
'Hero Glamour 125',25000,2013,1,0,50000,61600.0,11,4545.454545454545,6
'Honda Activa 5G',46000,2018,1,0,10000,57557.0,6,1666.6666666666667,7
'Yamaha Fascino 110',55000,2019,1,0,7000,57112.0,5,1400.0,18
'Bajaj V15',40000,2016,1,0,34000,67187.0,8,4250.0,3
'Hero Honda Passion PRO [2012]',25000,2012,1,1,20000,72752.5,12,1666.6666666666667,6
'Honda Activa [2000-2015]',25000,2012,1,0,38000,50267.0,12,3166.6666666666665,7
'Bajaj Pulsar NS160',70000,2018,1,0,20000,72752.5,6,3333.3333333333335,3
'Bajaj Pulsar RS 200',80000,2015,1,0,32000,72752.5,9,3555.5555555555557,3
'Yamaha Alpha',25000,2015,1,1,14000,54253.0,9,1555.5555555555557,18
'Mahindra Gusto',25000,2016,1,0,13500,51185.0,8,1687.5,12
'Bajaj Discover 125',26000,2012,1,0,75000,57549.0,12,6250.0,3
'Hero Glamour 125',15000,2011,1,0,75000,61600.0,13,5769.2307692307695,6
'Honda CB Unicorn 160',50000,2017,1,0,52000,77545.0,7,7428.571428571428,7
'Hero Pleasure',26500,2013,1,0,18860,49600.0,11,1714.5454545454545,6
'Bajaj CT 100',30000,2016,1,0,38500,72752.5,8,4812.5,3
'Yamaha FZ S V 2.0',90000,2018,1,0,10500,87042.0,6,1750.0,18
'Bajaj Pulsar 180',85000,2016,1,0,35000,85011.0,8,4375.0,3
'Hero Glamour 125',54000,2013,1,0,17000,61600.0,11,1545.4545454545455,6
'Bajaj CT 100',42000,2019,1,0,2900,72752.5,5,580.0,3
'Bajaj Discover 100 T',25000,2014,1,0,30000,47032.0,10,3000.0,3
'TVS Star City Plus',50000,2016,1,1,14000,72752.5,8,1750.0,15
'Honda CB Unicorn 150',55000,2014,1,0,10000,74295.0,10,1000.0,7
'Hero Passion PRO TR',35000,2014,1,0,9556,54586.0,10,955.6,6
'Honda CB Shine SP',50000,2018,1,0,37000,64750.0,6,6166.666666666667,7
'Bajaj V15',45000,2015,1,0,2700,65626.0,9,300.0,3
'Bajaj V15',45000,2016,1,0,36000,67187.0,8,4500.0,3
'Bajaj Discover 100',28000,2015,1,1,52000,42859.0,9,5777.777777777777,3
'Royal Enfield Electra 4 S',80000,2013,1,0,46000,72752.5,11,4181.818181818182,13
'KTM 200 Duke',130000,2016,1,0,12000,72752.5,8,1500.0,10
'Bajaj Pulsar 220F',120000,2019,1,0,6500,72752.5,5,1300.0,3
'Suzuki GS150R',27000,2012,1,0,14100,70851.0,12,1175.0,14
'Honda Shine',30000,2014,1,0,40000,72752.5,10,4000.0,7
'Honda CB Unicorn Dazzler',50000,2010,1,0,75000,71757.0,14,5357.142857142857,7
'Honda Livo',45000,2018,1,0,10000,72752.5,6,1666.6666666666667,7
'Honda Aviator',28000,2009,1,0,29625,59183.0,15,1975.0,7
'Honda Activa [2000-2015]',6000,2006,1,1,35000,50267.0,18,1944.4444444444443,7
'Hero Hunk',35000,2016,1,0,32000,78513.0,8,4000.0,6
'Honda Activa 125',30000,2014,1,0,20000,72752.5,10,2000.0,7
'Bajaj Discover 110',15000,2007,1,0,70000,52710.0,17,4117.64705882353,3
'Hero Xtreme [2013-2014]',45000,2013,1,0,57000,75936.0,11,5181.818181818182,6
'TVS Victor GLX',18000,2005,1,0,11000,72752.5,19,578.9473684210526,15
'Bajaj Pulsar NS200',85000,2018,1,0,17500,72752.5,6,2916.6666666666665,3
'Honda Aviator',30000,2014,1,0,7000,59183.0,10,700.0,7
'Bajaj Platina 100',40000,2018,1,0,17500,72752.5,6,2916.6666666666665,3
'TVS Sport',34000,2018,1,0,25000,72752.5,6,4166.666666666667,15
'Hero Honda Passion Plus',8000,2003,1,0,53500,72752.5,21,2547.6190476190477,6
'Bajaj V15',70000,2018,1,0,15000,67187.0,6,2500.0,3
'Honda Dio',50000,2016,1,0,8000,72752.5,8,1000.0,7
'Honda Dream Yuga',35000,2015,1,0,39448,56147.0,9,4383.111111111111,7
'Hero Honda Splendor Plus',20000,2006,1,0,75000,72752.5,18,4166.666666666667,6
'Bajaj Pulsar 150',50000,2012,1,0,28000,72752.5,12,2333.3333333333335,3
'Bajaj Discover 135',37000,2008,1,0,62000,72752.5,16,3875.0,3
'Honda Livo',69000,2018,1,0,12000,72752.5,6,2000.0,7
'Hero Honda Splendor NXG',28000,2012,1,0,49999,72752.5,12,4166.583333333333,6
'Bajaj Discover 125',25000,2011,1,0,70000,57549.0,13,5384.615384615385,3
'Yamaha FZ V 2.0',60000,2018,1,0,25000,81508.0,6,4166.666666666667,18
'Yamaha SZ-S',50000,2014,1,0,20000,72532.0,10,2000.0,18
'Bajaj Discover 125 M',30000,2014,1,0,45000,49146.0,10,4500.0,3
'Yamaha FZ S [2012-2016]',60000,2014,1,0,68000,79432.0,10,6800.0,18
'Bajaj Xcd',20000,2009,1,0,16000,72752.5,15,1066.6666666666667,3
'Bajaj Avenger Street 160',80000,2019,1,0,5000,72752.5,5,1000.0,3
'Royal Enfield Electra 5 S',99000,2006,1,1,36000,72752.5,18,2000.0,13
'Hero Honda Splendor Plus',20000,2005,1,0,27370,72752.5,19,1440.5263157894738,6
'Hero Glamour 125',50000,2017,1,0,8600,61600.0,7,1228.5714285714287,6
'TVS Victor GLX',27000,2002,1,0,49000,72752.5,22,2227.2727272727275,15
'Honda Grazia',60000,2018,1,0,16000,72752.5,6,2666.6666666666665,7
'Hero Xtreme 2014',50000,2014,1,0,10000,72973.0,10,1000.0,6
'Hero Pleasure',20000,2012,1,1,30000,49600.0,12,2500.0,6
'Hero Passion XPro',45000,2018,1,0,7000,58900.0,6,1166.6666666666667,6
'Hero Super Splendor',40000,2013,1,0,68000,72752.5,11,6181.818181818182,6
'Yamaha FZ S [2012-2016]',45000,2016,1,1,20000,79432.0,8,2500.0,18
'Honda Activa [2000-2015]',25000,2015,1,0,25000,50267.0,9,2777.777777777778,7
'Hero Glamour FI',75000,2019,1,0,8900,71150.0,5,1780.0,6
'Hero Honda Passion Plus',25000,2007,1,0,70000,72752.5,17,4117.64705882353,6
'Hero Splendor Plus',25000,2006,1,1,40000,72752.5,18,2222.222222222222,6
'Honda CB Unicorn 150',30000,2012,1,0,32000,74295.0,12,2666.6666666666665,7
'Bajaj Discover 135',25000,2010,1,0,55000,72752.5,14,3928.5714285714284,3
'Hero Honda Splendor',10000,2006,1,0,75000,72752.5,18,4166.666666666667,6
'Hero Honda CD Deluxe',25000,2008,1,2,65000,72752.5,16,4062.5,6
'Honda Dream Neo',42000,2014,1,0,21000,53415.0,10,2100.0,7
'Hero Maestro',30000,2013,1,0,60000,49412.0,11,5454.545454545455,6
'Honda CB Unicorn Dazzler',25000,2011,1,0,40000,71757.0,13,3076.923076923077,7
'TVS Apache [2006]',15000,2006,1,0,40000,72752.5,18,2222.222222222222,15
'Hero Passion XPro',25000,2013,1,0,25000,59640.0,11,2272.7272727272725,6
'Honda Activa 5G',50000,2018,1,0,25000,57957.0,6,4166.666666666667,7
'Honda Activa i',30000,2014,1,0,25000,53900.0,10,2500.0,7
'TVS Apache RTR 200 4V',125000,2019,1,0,3000,72752.5,5,600.0,15
'Hero Honda CBZ extreme',35000,2011,1,0,28000,72752.5,13,2153.846153846154,6
'Suzuki Gixxer [2014-2018]',45000,2015,1,0,40000,78316.0,9,4444.444444444444,14
'Bajaj Pulsar 150',75000,2017,1,0,30000,72752.5,7,4285.714285714285,3
'Bajaj Pulsar AS150',55000,2017,1,1,20000,80821.0,7,2857.1428571428573,3
